ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612000472,Audio,Tree Swallow,Tachycineta bicolor,,,Robin Hartley,2026-03-17,2026,3,17,800,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000340,,,,,,,,,4100,,4.95,19,,,
612000473,Photo,Carolina Wren,Thryothorus ludovicianus,,,Robin Hartley,2026-03-23,2026,3,23,1700,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,,,,,,,,,,,S9000000342,,,,,,,,,4450,,3.63,2,,,
612000474,Photo,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2026-03-23,2026,3,23,1840,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,,,,,,,,,,,S9000000342,,,,,,,,,4250,,3.47,33,,,
612000475,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2026-03-23,2026,3,23,905,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1; Adult Male – 1,"Courtship, Display, or Copulation; Feeding Young",,,,,,,,,,S9000000343,,,,,,,,,4300,,3.96,17,,,
612000476,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2026-03-23,2026,3,23,1410,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Immature – 1,,,,,,,,,,,S9000000343,,,,,,,,,4300,,4.72,40,,,
612000477,Video,Bufflehead,Bucephala albeola,,,Robin Hartley,2026-03-23,2026,3,23,1815,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1; Immature – 1,,,,,,,,,,,S9000000343,,,,,,,,,430,,4.67,34,,,
612000478,Photo,Song Sparrow,Melospiza melodia,,,Robin Hartley,2026-03-25,2026,3,25,1850,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000344,,,,,,,,,5230,,4.21,8,,,
612000479,Photo,Gadwall,Mareca strepera,,,Robin Hartley,2026-03-25,2026,3,25,645,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000344,,,,,,,,,330,,3.73,26,,,
612000480,Photo,Canada Goose,Branta canadensis,,,Robin Hartley,2026-03-25,2026,3,25,1320,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,Foraging or Eating,,,,,,,,,,S9000000344,,,,,,,,,257,,3.60,26,,,
612000481,Photo,Great Horned Owl,Bubo virginianus,,,Robin Hartley,2026-03-25,2026,3,25,1315,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,,,,,,,,,,,S9000000344,,,,,,,,,3320,,3.03,12,,,
612000482,Photo,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2026-03-25,2026,3,25,1140,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000345,,,,,,,,,4250,,3.34,37,,,
612000483,Video,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2026-03-25,2026,3,25,950,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Juvenile – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000345,,,,,,,,,5180,,3.08,10,,,
612000484,Photo,Golden-crowned Kinglet,Regulus satrapa,,,Robin Hartley,2026-03-25,2026,3,25,1310,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000345,,,,,,,,,4540,,3.45,10,,,
612000485,Audio,Double-crested Cormorant,Nannopterum auritum,,,Robin Hartley,2026-03-25,2026,3,25,540,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000345,,,,,,,,,2700,,4.82,31,,,
612000486,Audio,Double-crested Cormorant,Nannopterum auritum,,,Robin Hartley,2026-03-25,2026,3,25,540,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,,,,,,,,,,,S9000000345,,,,,,,,,2700,,3.43,15,,,
612000487,Audio,Red-tailed Hawk,Buteo jamaicensis,,,Robin Hartley,2026-03-25,2026,3,25,845,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,Call; Song,,,,,,,,,,S9000000345,,,,,,,,,3250,,3.13,3,,,
612000488,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2026-03-31,2026,3,31,1850,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,,,,,,,,,,,,S9000000346,,,,,,,,,4600,,3.93,10,,,
612000489,Audio,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2026-04-07,2026,4,7,615,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,,,,,,,,,,,S9000000349,,,,,,,,,5550,,4.19,6,,,
612000490,Photo,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2026-04-09,2026,4,9,1510,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,"Nest Building; Preening, Scratching, or Bathing",,,,,,,,,,S9000000350,,,,,,,,,320,,4.99,2,,,
612000491,Video,Savannah Sparrow,Passerculus sandwichensis,,,Robin Hartley,2026-04-12,2026,4,12,1210,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Male – 1,,,,,,,,,,,S9000000351,,,,,,,,,5210,,4.22,33,,,
612000492,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2026-04-12,2026,4,12,840,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1; Immature – 1,,,,,,,,,,,S9000000351,,,,,,,,,4600,,4.80,39,,,
612000493,Audio,Ruby-crowned Kinglet,Corthylio calendula,,,Robin Hartley,2026-04-15,2026,4,15,645,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000352,,,,,,,,,4520,,3.29,15,,,
612000494,Photo,Brown-headed Cowbird,Molothrus ater,,,Robin Hartley,2026-04-15,2026,4,15,1105,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,,,,,,,,,,,S9000000352,,,,,,,,,5570,,4.85,8,,,
612000495,Photo,Brown-headed Cowbird,Molothrus ater,,,Robin Hartley,2026-04-15,2026,4,15,1700,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Male – 1,Foraging or Eating,,,,,,,,,,S9000000352,,,,,,,,,5570,,3.53,26,,,
612000496,Photo,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2026-04-15,2026,4,15,1720,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000352,,,,,,,,,5180,,3.24,17,,,
612000497,Video,White-crowned Sparrow,Zonotrichia leucophrys,,,Robin Hartley,2026-04-19,2026,4,19,1040,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Juvenile – 1,,,,,,,,,,,S9000000355,,,,,,,,,5190,,3.96,32,,,
612000498,Audio,Gray Catbird,Dumetella carolinensis,,,Robin Hartley,2026-04-27,2026,4,27,545,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,Song,,,,,,,,,,S9000000357,,,,,,,,,4750,,3.28,22,,,
612000499,Video,House Sparrow,Passer domesticus,,,Robin Hartley,2026-04-27,2026,4,27,1315,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,Flying; Feeding Young,,,,,,,,,,S9000000358,,,,,,,,,4900,,4.12,20,,,
612000500,Photo,Killdeer,Charadrius vociferus,,,Robin Hartley,2026-04-29,2026,4,29,1010,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Immature – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000359,,,,,,,,,1900,,4.32,5,,,
612000501,Photo,Killdeer,Charadrius vociferus,,,Robin Hartley,2026-04-29,2026,4,29,740,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000359,,,,,,,,,1900,,4.83,21,,,
612000502,Video,Killdeer,Charadrius vociferus,,,Robin Hartley,2026-05-04,2026,5,4,1850,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Unknown – 1,,,,,,,,,,,S9000000361,,,,,,,,,1900,,4.62,17,,,
612000503,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2026-05-04,2026,5,4,1745,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000361,,,,,,,,,4600,,3.16,26,,,
612000504,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2026-05-04,2026,5,4,1445,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000361,,,,,,,,,4600,,3.70,10,,,
612000505,Photo,Warbling Vireo,Vireo gilvus,,,Robin Hartley,2026-05-09,2026,5,9,720,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000362,,,,,,,,,3970,,4.75,26,,,
612000506,Photo,Black-and-white Warbler,Mniotilta varia,,,Robin Hartley,2026-05-15,2026,5,15,720,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,Carrying Food,,,,,,,,,,S9000000363,,,,,,,,,5730,,3.62,34,,,
612000507,Video,Chimney Swift,Chaetura pelagica,,,Robin Hartley,2026-05-15,2026,5,15,1050,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Immature – 1,"Preening, Scratching, or Bathing; Feeding Young",,,,,,,,,,S9000000363,,,,,,,,,1400,,4.83,33,,,
612000508,Photo,Black Vulture,Coragyps atratus,,,Robin Hartley,2026-05-15,2026,5,15,1010,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000363,,,,,,,,,2950,,4.25,13,,,
612000509,Video,Black Vulture,Coragyps atratus,,,Robin Hartley,2026-05-15,2026,5,15,630,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000363,,,,,,,,,2950,,4.06,15,,,
612000510,Photo,Common Tern,Sterna hirundo,,,Robin Hartley,2026-05-15,2026,5,15,1140,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,Foraging or Eating,,,,,,,,,,S9000000363,,,,,,,,,2570,,4.40,30,,,
612000511,Audio,Common Tern,Sterna hirundo,,,Robin Hartley,2026-05-15,2026,5,15,720,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,Song; Call,,,,,,,,,,S9000000363,,,,,,,,,2570,,4.04,17,,,
612000512,Audio,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2026-05-20,2026,5,20,730,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,,,,,,,,,,,S9000000364,,,,,,,,,4250,,3.96,35,,,
612000513,Photo,White-eyed Vireo,Vireo griseus,,,Robin Hartley,2026-05-25,2026,5,25,905,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Female – 1,,,,,,,,,,,S9000000365,,,,,,,,,3950,,3.67,20,,,
612000514,Photo,American Goldfinch,Spinus tristis,,,Robin Hartley,2026-05-29,2026,5,29,900,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1; Adult Female – 1,,,,,,,,,,,S9000000367,,,,,,,,,5000,,4.71,10,,,
